title,vote_average,genres,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
Set It Off,0.5781299426864125,"Drama, Action, Crime",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Days in the Valley,-0.16774793460221143,"Comedy, Crime",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curdled,0.056015428584375616,"Comedy, Crime, Thriller",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L'associé,-0.0931601468733493,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extreme Measures,-0.31692351005993635,"Drama, Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Glimmer Man,-1.0628013873485602,"Action, Adventure, Crime, Drama, Thriller",1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
D3: The Mighty Ducks,-0.6152746609753862,"Action, Comedy, Drama, Family",1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Chamber,-0.16774793460221143,"Crime, Drama",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Apple Dumpling Gang,0.35436657949982475,"Comedy, Family",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Davy Crockett, King of the Wild Frontier",-0.16774793460221143,"Action, Adventure, Family, Western",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Escape to Witch Mountain,0.27977879177096265,"Adventure, Fantasy, Science Fiction, Family",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
The Love Bug,-0.0931601468733493,"Comedy, Family, Fantasy",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Herbie Rides Again,-0.16774793460221143,"Romance, Comedy, Family, Fantasy",0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Old Yeller,0.6527177304152746,"Adventure, Drama, Western",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
The Parent Trap,0.5035421549575497,"Comedy, Family",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pollyanna,0.5781299426864125,Adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Homeward Bound: The Incredible Journey,0.35436657949982475,"Adventure, Comedy, Drama, Family",0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Shaggy Dog,0.056015428584375616,"Comedy, Family",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Swiss Family Robinson,0.6527177304152746,"Adventure, Family",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
That Darn Cat!,0.20519100404210053,"Drama, Family, Comedy",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"20,000 Leagues Under the Sea",0.5781299426864125,"Adventure, Drama, Science Fiction",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Cool Runnings,0.5035421549575497,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angels in the Outfield,-0.31692351005993635,"Fantasy, Drama, Comedy, Family",0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Cinderella,0.5035421549575497,"Family, Fantasy, Animation, Romance",0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Winnie the Pooh and the Blustery Day,1.2494200322461735,"Animation, Family, Music",0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
The Three Caballeros,0.056015428584375616,"Animation, Family, Music",0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
The Sword in the Stone,0.5781299426864125,"Animation, Family",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
So Dear to My Heart,0.13060321631323774,"Animation, Drama, Family",0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Robin Hood: Prince of Thieves,0.35436657949982475,Adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mary Poppins,0.9510688813307244,"Comedy, Family, Fantasy",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Dumbo,0.5035421549575497,"Animation, Family",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pete's Dragon,0.20519100404210053,"Fantasy, Animation, Comedy, Family",0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Bedknobs and Broomsticks,0.5035421549575497,"Adventure, Fantasy, Animation, Comedy, Family, Music",0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Alice in Wonderland,0.6527177304152746,"Animation, Adventure, Family, Fantasy",0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The Fox and the Hound,0.6527177304152746,"Adventure, Animation, Drama, Family",0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Freeway,0.27977879177096265,"Comedy, Drama, Thriller",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Sound of Music,0.9510688813307244,"Drama, Family, Music, Romance",0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
Die Hard,1.0256566690595865,"Action, Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Lawnmower Man,-0.5406868732465234,"Horror, Thriller, Science Fiction",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Unhook the Stars,0.056015428584375616,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Synthetic Pleasures,-4.568427410605093,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Secret Agent,-0.8390380241619732,"Drama, Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Secrets & Lies,0.7273055181441367,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
That Thing You Do!,0.5035421549575497,"Comedy, Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
To Gillian on Her 37th Birthday,-0.764450236433111,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Surviving Picasso,-0.6152746609753862,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Love Is All There Is,-0.46609908551766127,"Comedy, Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Beautiful Thing,0.8764810936018617,"Comedy, Drama, Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Long Kiss Goodnight,0.20519100404210053,"Crime, Action, Mystery, Thriller",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
The Ghost and the Darkness,0.20519100404210053,Adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Looking for Richard,0.5781299426864125,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trees Lounge,0.42895436722868757,"Comedy, Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Proprietor,-4.568427410605093,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Normal Life,0.5035421549575497,"Crime, Drama",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Get on the Bus,0.6527177304152746,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Shadow Conspiracy,-1.5849159014505971,"Action, Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Jude,0.35436657949982475,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Everyone Says I Love You,0.27977879177096265,"Music, Comedy, Romance",0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Bitter Sugar,0.13060321631323774,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Romeo + Juliet,0.42895436722868757,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Swingers,0.5035421549575497,"Comedy, Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sleepers,0.8764810936018617,"Crime, Drama, Thriller",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Sunchaser,-0.018572359144487172,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Johns,-0.0931601468733493,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aladdin and the King of Thieves,-0.018572359144487172,"Adventure, Animation, Family",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Woman in Question,-0.6898624487042483,Mystery,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Shall We Dance,1.3240078199750365,"Comedy, Music, Romance",0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
A Damsel in Distress,0.6527177304152746,"Comedy, Music, Romance",0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Crossfire,-0.018572359144487172,"Crime, Drama, Mystery, Thriller",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
"Murder, My Sweet",0.8018933058729996,"Crime, Drama, Mystery, Thriller",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Macao,-0.3915112977887991,"Adventure, Drama, Romance",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
For the Moment,0.9510688813307244,"War, Drama, Romance, Action",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Willy Wonka & the Chocolate Factory,0.9510688813307244,"Family, Fantasy",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The Sexual Life of the Belgians,-0.8390380241619732,"Comedy, Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Innocents,1.0256566690595865,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sleeper,0.6527177304152746,"Comedy, Romance, Science Fiction",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Bananas,0.42895436722868757,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Fish Called Wanda,0.7273055181441367,"Comedy, Crime",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Life of Brian,1.1748322445173114,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor/Victoria,0.5781299426864125,"Comedy, Music, Romance",0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
The Candidate,0.5781299426864125,"Comedy, Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Great Race,0.8018933058729996,"Adventure, Comedy",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bonnie and Clyde,1.1002444567884486,"Crime, Drama",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Old Man and the Sea,-0.0931601468733493,"Adventure, Drama",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dial M for Murder,1.3240078199750365,"Crime, Mystery, Thriller",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Dirty Dancing,0.7273055181441367,"Drama, Music, Romance",0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Reservoir Dogs,1.4731833954327607,"Crime, Thriller",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Platoon,1.0256566690595865,"Drama, War, Action",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Weekend at Bernie's,0.20519100404210053,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basic Instinct,0.27977879177096265,"Thriller, Mystery",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
The Doors,0.42895436722868757,"Drama, Music",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
The Crying Game,0.5781299426864125,"Romance, Crime, Drama, Thriller",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Glengarry Glen Ross,1.0256566690595865,"Crime, Drama, Mystery",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Sophie's Choice,0.9510688813307244,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
E.T. the Extra-Terrestrial,0.8764810936018617,"Science Fiction, Adventure, Family, Fantasy",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
The Search for One-eye Jimmy,0.13060321631323774,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Christmas Carol,0.6527177304152746,"Fantasy, Drama, Family",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Days of Thunder,-0.16774793460221143,Adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Top Gun,0.42895436722868757,"Action, Romance, War",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
American Strays,0.5035421549575497,"Action, Comedy",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rebel Without a Cause,1.1002444567884486,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Streetcar Named Desire,1.1002444567884486,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Children of the Corn IV: The Gathering,-1.137389175077423,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Leopard Son,-4.568427410605093,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charm's  Incidents,-4.568427410605093,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bird of Prey,-4.568427410605093,"Crime, Drama",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Microcosmos,1.1748322445173114,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palookaville,-0.5406868732465234,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Associate,0.056015428584375616,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Funeral,0.8764810936018617,"Crime, Drama",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sleepover,1.3985956077038986,"Comedy, Horror",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
A Single Girl,0.5035421549575497,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Eighth Day,0.6527177304152746,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
North Star,-0.6898624487042483,"Action, Adventure, Drama, Western",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Drunks,-4.568427410605093,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The People vs. Larry Flynt,0.5035421549575497,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Glory Daze,-0.2423357223310742,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Perfect Candidate,-0.6152746609753862,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
On Golden Pond,0.8764810936018617,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Return of the Pink Panther,0.42895436722868757,"Mystery, Comedy, Crime",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Drop Dead Fred,-0.16774793460221143,"Comedy, Fantasy, Family",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The Abyss,0.7273055181441367,"Adventure, Action, Thriller, Science Fiction",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
The Fog,0.20519100404210053,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Escape from New York,0.5781299426864125,"Science Fiction, Action",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Howling,0.20519100404210053,"Drama, Horror",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Jean de Florette,1.1002444567884486,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Manon of the Spring,1.2494200322461735,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnny 100 Pesos,0.13060321631323774,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Private Benjamin,-0.0931601468733493,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monty Python and the Holy Grail,1.2494200322461735,"Adventure, Comedy, Fantasy",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hustler White,0.5035421549575497,"Romance, Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Everything Relative,-1.5849159014505971,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Entertaining Angels - The Dorothy Day Story,-0.8390380241619732,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Three Lives and Only One Death,1.3985956077038986,"Comedy, Crime",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Line King: The Al Hirschfeld Story,-4.568427410605093,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snowriders,-4.568427410605093,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
When We Were Kings,0.8764810936018617,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Wrong Trousers,1.1002444567884486,"Animation, Comedy, Family",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JLG/JLG: Self-Portrait in December,1.1748322445173114,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Return of Martin Guerre,0.42895436722868757,"Mystery, Crime, Drama, History, Romance",0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
Faust,0.9510688813307244,"Animation, Drama, Fantasy",0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
He Walked by Night,0.20519100404210053,"Drama, Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Raw Deal,0.8018933058729996,Crime,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T-Men,0.20519100404210053,"Thriller, Crime",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Children Are Watching Us,0.8018933058729996,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pastoral Symphony,-1.0628013873485602,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Six of a Kind,-1.957854840094909,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Tin Drum,0.6527177304152746,"Drama, History, War",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
The Ruling Class,0.5035421549575497,"Drama, Comedy",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mina Tannenbaum,-0.9882135996196981,"Drama, Comedy",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2 or 3 Things I Know About Her,0.6527177304152746,"Comedy, Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Bloody Child,-4.568427410605093,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dear God,-0.764450236433111,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bad Moon,-0.31692351005993635,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
American Dream,-0.0931601468733493,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Best of the Best 3: No Turning Back,-0.2423357223310742,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bob Roberts,0.27977879177096265,"Comedy, Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cinema Paradiso,1.5477711831616228,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"The Cook, the Thief, His Wife & Her Lover",0.8764810936018617,"Crime, Drama",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dead Tired,-0.3915112977887991,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delicatessen,0.9510688813307244,"Comedy, Science Fiction, Fantasy",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
The Double Life of Veronique,0.8764810936018617,"Drama, Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Enchanted April,0.5781299426864125,"Romance, Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Paths of Glory,1.5477711831616228,"Drama, War",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
The Grifters,0.27977879177096265,"Crime, Drama",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hear My Song,-1.510328113721735,"Comedy, Foreign",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Shooter,-0.8390380241619732,Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The English Patient,0.6527177304152746,"Drama, Romance, War",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Mediterraneo,0.9510688813307244,"Comedy, Romance, War",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
My Left Foot: The Story of Christy Brown,1.0256566690595865,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sex, Lies, and Videotape",0.42895436722868757,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Passion Fish,0.42895436722868757,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Strictly Ballroom,0.056015428584375616,"Comedy, Drama, Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Thin Blue Line,1.3240078199750365,"Mystery, Documentary, Crime",0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tie Me Up! Tie Me Down!,0.6527177304152746,"Comedy, Crime, Drama, Romance",0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Madonna: Truth or Dare,0.13060321631323774,"Documentary, Music",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Paris is Burning,1.5477711831616228,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
One Flew Over the Cuckoo's Nest,1.6223589708904862,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Up in Smoke,0.42895436722868757,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Empire Strikes Back,1.5477711831616228,"Adventure, Action, Science Fiction",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Princess Bride,1.1002444567884486,"Adventure, Family, Fantasy, Comedy, Romance",0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Raiders of the Lost Ark,1.1748322445173114,"Adventure, Action",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,1.1002444567884486,"Comedy, Science Fiction",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Aliens,1.1748322445173114,"Horror, Action, Thriller, Science Fiction",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
"The Good, the Bad and the Ugly",1.4731833954327607,Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Withnail & I,0.9510688813307244,"Comedy, Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12 Angry Men,1.5477711831616228,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lawrence of Arabia,1.2494200322461735,"Adventure, Drama, History, War",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
A Clockwork Orange,1.3985956077038986,"Science Fiction, Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
To Kill a Mockingbird,1.3240078199750365,"Crime, Drama",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Apocalypse Now,1.3985956077038986,"Drama, War",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Once Upon a Time in the West,1.4731833954327607,Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Return of the Jedi,1.3240078199750365,"Adventure, Action, Science Fiction",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Wings of Desire,1.0256566690595865,"Drama, Fantasy, Romance",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
The Third Man,1.3240078199750365,"Thriller, Mystery",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
GoodFellas,1.5477711831616228,"Drama, Crime",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alien,1.3240078199750365,"Horror, Action, Thriller, Science Fiction",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Army of Darkness,0.8764810936018617,"Fantasy, Horror, Comedy",0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
The Big Blue,1.1002444567884486,"Adventure, Drama, Romance",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Ran,1.3240078199750365,"Action, Drama, History",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
The Killer,1.1002444567884486,"Action, Crime, Drama, Thriller",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Psycho,1.6223589708904862,"Drama, Horror, Thriller",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
